time_min,replica,cpu_cores,hpa_threshold_cores,replica_count
5.75,synt11,0.00463,0.12500,29
5.75,synt12,0.00311,0.12500,29
5.75,synt13,0.00469,0.12500,29
5.75,synt14,0.00483,0.12500,29
5.75,synt15,0.00537,0.12500,29
5.75,synt16,0.00409,0.12500,29
5.75,synt17,0.00462,0.12500,29
5.75,synt18,0.00367,0.12500,29
5.75,synt19,0.00503,0.12500,29
5.75,synt20,0.00393,0.12500,29
5.75,synt21,0.00408,0.12500,29
5.75,synt22,0.00284,0.12500,29
5.75,synt23,0.00402,0.12500,29
5.75,synt24,0.00238,0.12500,29
5.75,synt25,0.00537,0.12500,29
5.75,synt26,0.00494,0.12500,29
5.75,synt27,0.00456,0.12500,29
5.75,synt28,0.00453,0.12500,29
5.75,synt29,0.00444,0.12500,29
6.00,2rq8p,0.00492,0.12500,29
6.00,7jgfk,0.00381,0.12500,29
6.00,8rcmm,0.00307,0.12500,29
6.00,c5km5,0.00451,0.12500,29
6.00,d9zpf,0.00549,0.12500,29
6.00,l4lxv,0.00391,0.12500,29
6.00,lnrpz,0.00408,0.12500,29
6.00,mhzzs,0.00252,0.12500,29
6.00,mw69c,0.00468,0.12500,29
6.00,synt10,0.00260,0.12500,29
6.00,synt11,0.00436,0.12500,29
6.00,synt12,0.00488,0.12500,29
6.00,synt13,0.00517,0.12500,29
6.00,synt14,0.00412,0.12500,29
6.00,synt15,0.00440,0.12500,29
6.00,synt16,0.00440,0.12500,29
6.00,synt17,0.00478,0.12500,29
6.00,synt18,0.00491,0.12500,29
6.00,synt19,0.00352,0.12500,29
6.00,synt20,0.00498,0.12500,29
6.00,synt21,0.00511,0.12500,29
6.00,synt22,0.00385,0.12500,29
6.00,synt23,0.00524,0.12500,29
6.00,synt24,0.00433,0.12500,29
6.00,synt25,0.00438,0.12500,29
6.00,synt26,0.00459,0.12500,29
6.00,synt27,0.00455,0.12500,29
6.00,synt28,0.00458,0.12500,29
6.00,synt29,0.00428,0.12500,29
6.25,2rq8p,0.00505,0.12500,29
6.25,7jgfk,0.00355,0.12500,29
6.25,8rcmm,0.00313,0.12500,29
6.25,c5km5,0.00382,0.12500,29
6.25,d9zpf,0.00545,0.12500,29
6.25,l4lxv,0.00430,0.12500,29
6.25,lnrpz,0.00382,0.12500,29
6.25,mhzzs,0.00233,0.12500,29
6.25,mw69c,0.00463,0.12500,29
6.25,synt10,0.00386,0.12500,29
6.25,synt11,0.00338,0.12500,29
6.25,synt12,0.00464,0.12500,29
6.25,synt13,0.00494,0.12500,29
6.25,synt14,0.00415,0.12500,29
6.25,synt15,0.00545,0.12500,29
6.25,synt16,0.00353,0.12500,29
6.25,synt17,0.00409,0.12500,29
6.25,synt18,0.00432,0.12500,29
6.25,synt19,0.00390,0.12500,29
6.25,synt20,0.00414,0.12500,29
6.25,synt21,0.00447,0.12500,29
6.25,synt22,0.00381,0.12500,29
6.25,synt23,0.00541,0.12500,29
6.25,synt24,0.00352,0.12500,29
6.25,synt25,0.00496,0.12500,29
6.25,synt26,0.00498,0.12500,29
6.25,synt27,0.00450,0.12500,29
6.25,synt28,0.00351,0.12500,29
6.25,synt29,0.00374,0.12500,29
6.50,2rq8p,0.00549,0.12500,29
6.50,7jgfk,0.00339,0.12500,29
6.50,8rcmm,0.00482,0.12500,29
6.50,c5km5,0.00335,0.12500,29
6.50,d9zpf,0.00447,0.12500,29
6.50,l4lxv,0.00336,0.12500,29
6.50,lnrpz,0.00315,0.12500,29
6.50,mhzzs,0.00240,0.12500,29
6.50,mw69c,0.00532,0.12500,29
6.50,synt10,0.00257,0.12500,29
6.50,synt11,0.00357,0.12500,29
6.50,synt12,0.00345,0.12500,29
6.50,synt13,0.00538,0.12500,29
6.50,synt14,0.00444,0.12500,29
6.50,synt15,0.00476,0.12500,29
6.50,synt16,0.00410,0.12500,29
6.50,synt17,0.00490,0.12500,29
6.50,synt18,0.00455,0.12500,29
6.50,synt19,0.00467,0.12500,29
6.50,synt20,0.00342,0.12500,29
6.50,synt21,0.00475,0.12500,29
6.50,synt22,0.00350,0.12500,29
6.50,synt23,0.00421,0.12500,29
6.50,synt24,0.00260,0.12500,29
6.50,synt25,0.00389,0.12500,29
6.50,synt26,0.00565,0.12500,29
6.50,synt27,0.00273,0.12500,29
6.50,synt28,0.00389,0.12500,29
6.50,synt29,0.00311,0.12500,29
6.75,2rq8p,0.00421,0.12500,29
6.75,7jgfk,0.00340,0.12500,29
6.75,8rcmm,0.00471,0.12500,29
6.75,c5km5,0.00384,0.12500,29
6.75,d9zpf,0.00574,0.12500,29
6.75,l4lxv,0.00265,0.12500,29
6.75,lnrpz,0.00378,0.12500,29
6.75,mhzzs,0.00264,0.12500,29
6.75,mw69c,0.00453,0.12500,29
6.75,synt10,0.00428,0.12500,29
6.75,synt11,0.00347,0.12500,29
6.75,synt12,0.00456,0.12500,29
6.75,synt13,0.00399,0.12500,29
6.75,synt14,0.00449,0.12500,29
6.75,synt15,0.00400,0.12500,29
6.75,synt16,0.00440,0.12500,29
6.75,synt17,0.00425,0.12500,29
6.75,synt18,0.00475,0.12500,29
6.75,synt19,0.00514,0.12500,29
6.75,synt20,0.00388,0.12500,29
6.75,synt21,0.00493,0.12500,29
6.75,synt22,0.00370,0.12500,29
6.75,synt23,0.00554,0.12500,29
6.75,synt24,0.00414,0.12500,29
6.75,synt25,0.00552,0.12500,29
6.75,synt26,0.00471,0.12500,29
6.75,synt27,0.00287,0.12500,29
6.75,synt28,0.00332,0.12500,29
6.75,synt29,0.00464,0.12500,29
7.00,2rq8p,0.00430,0.12500,29
7.00,7jgfk,0.00289,0.12500,29
7.00,8rcmm,0.00429,0.12500,29
7.00,c5km5,0.00271,0.12500,29
7.00,d9zpf,0.00441,0.12500,29
7.00,l4lxv,0.00239,0.12500,29
7.00,lnrpz,0.00225,0.12500,29
7.00,mhzzs,0.00239,0.12500,29
7.00,mw69c,0.00437,0.12500,29
7.00,synt10,0.00268,0.12500,29
7.00,synt11,0.00315,0.12500,29
7.00,synt12,0.00310,0.12500,29
7.00,synt13,0.00515,0.12500,29
7.00,synt14,0.00474,0.12500,29
7.00,synt15,0.00392,0.12500,29
7.00,synt16,0.00270,0.12500,29
7.00,synt17,0.00478,0.12500,29
7.00,synt18,0.00538,0.12500,29
7.00,synt19,0.00344,0.12500,29
7.00,synt20,0.00328,0.12500,29
7.00,synt21,0.00470,0.12500,29
7.00,synt22,0.00439,0.12500,29
7.00,synt23,0.00461,0.12500,29
7.00,synt24,0.00411,0.12500,29
7.00,synt25,0.00395,0.12500,29
7.00,synt26,0.00417,0.12500,29
7.00,synt27,0.00320,0.12500,29
7.00,synt28,0.00332,0.12500,29
7.00,synt29,0.00348,0.12500,29
7.25,2rq8p,0.00450,0.12500,29
7.25,7jgfk,0.00234,0.12500,29
7.25,8rcmm,0.00342,0.12500,29
7.25,c5km5,0.00458,0.12500,29
7.25,d9zpf,0.00486,0.12500,29
7.25,l4lxv,0.00282,0.12500,29
7.25,lnrpz,0.00243,0.12500,29
7.25,mhzzs,0.00347,0.12500,29
7.25,mw69c,0.00488,0.12500,29
7.25,synt10,0.00432,0.12500,29
7.25,synt11,0.00313,0.12500,29
7.25,synt12,0.00488,0.12500,29
7.25,synt13,0.00406,0.12500,29
7.25,synt14,0.00510,0.12500,29
7.25,synt15,0.00546,0.12500,29
7.25,synt16,0.00331,0.12500,29
7.25,synt17,0.00376,0.12500,29
7.25,synt18,0.00541,0.12500,29
7.25,synt19,0.00446,0.12500,29
7.25,synt20,0.00355,0.12500,29
7.25,synt21,0.00349,0.12500,29
7.25,synt22,0.00452,0.12500,29
7.25,synt23,0.00491,0.12500,29
7.25,synt24,0.00342,0.12500,29
7.25,synt25,0.00399,0.12500,29
7.25,synt26,0.00453,0.12500,29
7.25,synt27,0.00370,0.12500,29
7.25,synt28,0.00315,0.12500,29
7.25,synt29,0.00290,0.12500,29
7.50,2rq8p,0.00394,0.12500,29
7.50,7jgfk,0.00315,0.12500,29
7.50,8rcmm,0.00483,0.12500,29
7.50,c5km5,0.00362,0.12500,29
7.50,d9zpf,0.00434,0.12500,29
7.50,l4lxv,0.00262,0.12500,29
7.50,lnrpz,0.00387,0.12500,29
7.50,mhzzs,0.00365,0.12500,29
7.50,mw69c,0.00414,0.12500,29
7.50,synt10,0.00401,0.12500,29
7.50,synt11,0.00471,0.12500,29
7.50,synt12,0.00422,0.12500,29
7.50,synt13,0.00422,0.12500,29
7.50,synt14,0.00515,0.12500,29
7.50,synt15,0.00388,0.12500,29
7.50,synt16,0.00320,0.12500,29
7.50,synt17,0.00408,0.12500,29
7.50,synt18,0.00402,0.12500,29
7.50,synt19,0.00478,0.12500,29
7.50,synt20,0.00319,0.12500,29
7.50,synt21,0.00425,0.12500,29
7.50,synt22,0.00335,0.12500,29
7.50,synt23,0.00567,0.12500,29
7.50,synt24,0.00359,0.12500,29
7.50,synt25,0.00531,0.12500,29
7.50,synt26,0.00456,0.12500,29
7.50,synt27,0.00278,0.12500,29
7.50,synt28,0.00471,0.12500,29
7.50,synt29,0.00349,0.12500,29
7.75,2rq8p,0.00382,0.12500,29
7.75,7jgfk,0.00271,0.12500,29
7.75,8rcmm,0.00445,0.12500,29
7.75,c5km5,0.00423,0.12500,29
7.75,d9zpf,0.00570,0.12500,29
7.75,l4lxv,0.00371,0.12500,29
7.75,lnrpz,0.00381,0.12500,29
7.75,mhzzs,0.00308,0.12500,29
7.75,mw69c,0.00388,0.12500,29
7.75,synt10,0.00359,0.12500,29
7.75,synt11,0.00371,0.12500,29
7.75,synt12,0.00418,0.12500,29
7.75,synt13,0.00510,0.12500,29
7.75,synt14,0.00470,0.12500,29
7.75,synt15,0.00433,0.12500,29
7.75,synt16,0.00258,0.12500,29
7.75,synt17,0.00414,0.12500,29
7.75,synt18,0.00491,0.12500,29
7.75,synt19,0.00349,0.12500,29
7.75,synt20,0.00406,0.12500,29
7.75,synt21,0.00333,0.12500,29
7.75,synt22,0.00348,0.12500,29
7.75,synt23,0.00442,0.12500,29
7.75,synt24,0.00289,0.12500,29
7.75,synt25,0.00542,0.12500,29
7.75,synt26,0.00404,0.12500,29
7.75,synt27,0.00428,0.12500,29
7.75,synt28,0.00460,0.12500,29
7.75,synt29,0.00439,0.12500,29
8.00,2rq8p,0.00451,0.12500,29
8.00,7jgfk,0.00310,0.12500,29
8.00,8rcmm,0.00433,0.12500,29
8.00,c5km5,0.00283,0.12500,29
8.00,d9zpf,0.00416,0.12500,29
8.00,l4lxv,0.00260,0.12500,29
8.00,lnrpz,0.00268,0.12500,29
8.00,mhzzs,0.00292,0.12500,29
8.00,mw69c,0.00456,0.12500,29
8.00,synt10,0.00397,0.12500,29
8.00,synt11,0.00360,0.12500,29
8.00,synt12,0.00307,0.12500,29
8.00,synt13,0.00564,0.12500,29
8.00,synt14,0.00470,0.12500,29
8.00,synt15,0.00444,0.12500,29
8.00,synt16,0.00393,0.12500,29
8.00,synt17,0.00329,0.12500,29
8.00,synt18,0.00494,0.12500,29
8.00,synt19,0.00423,0.12500,29
8.00,synt20,0.00442,0.12500,29
8.00,synt21,0.00443,0.12500,29
8.00,synt22,0.00332,0.12500,29
8.00,synt23,0.00533,0.12500,29
8.00,synt24,0.00245,0.12500,29
8.00,synt25,0.00402,0.12500,29
8.00,synt26,0.00410,0.12500,29
8.00,synt27,0.00382,0.12500,29
8.00,synt28,0.00438,0.12500,29
8.00,synt29,0.00405,0.12500,29
8.25,2rq8p,0.00401,0.12500,29
8.25,7jgfk,0.00399,0.12500,29
8.25,8rcmm,0.00379,0.12500,29
8.25,c5km5,0.00363,0.12500,29
8.25,d9zpf,0.00392,0.12500,29
8.25,l4lxv,0.00337,0.12500,29
8.25,lnrpz,0.00327,0.12500,29
8.25,mhzzs,0.00330,0.12500,29
8.25,mw69c,0.00444,0.12500,29
8.25,synt10,0.00400,0.12500,29
8.25,synt11,0.00430,0.12500,29
8.25,synt12,0.00468,0.12500,29
8.25,synt13,0.00490,0.12500,29
8.25,synt14,0.00432,0.12500,29
8.25,synt15,0.00412,0.12500,29
8.25,synt16,0.00329,0.12500,29
8.25,synt17,0.00388,0.12500,29
8.25,synt18,0.00413,0.12500,29
8.25,synt19,0.00522,0.12500,29
8.25,synt20,0.00384,0.12500,29
8.25,synt21,0.00503,0.12500,29
8.25,synt22,0.00379,0.12500,29
8.25,synt23,0.00434,0.12500,29
8.25,synt24,0.00354,0.12500,29
8.25,synt25,0.00453,0.12500,29
8.25,synt26,0.00514,0.12500,29
8.25,synt27,0.00367,0.12500,29
8.25,synt28,0.00386,0.12500,29
8.25,synt29,0.00430,0.12500,29
8.50,2rq8p,0.00490,0.12500,29
8.50,7jgfk,0.00275,0.12500,29
8.50,8rcmm,0.00344,0.12500,29
8.50,c5km5,0.00364,0.12500,29
8.50,d9zpf,0.00470,0.12500,29
8.50,l4lxv,0.00375,0.12500,29
8.50,lnrpz,0.00342,0.12500,29
8.50,mhzzs,0.00404,0.12500,29
8.50,mw69c,0.00407,0.12500,29
8.50,synt10,0.00430,0.12500,29
8.50,synt11,0.00394,0.12500,29
8.50,synt12,0.00294,0.12500,29
8.50,synt13,0.00378,0.12500,29
8.50,synt14,0.00506,0.12500,29
8.50,synt15,0.00440,0.12500,29
8.50,synt16,0.00336,0.12500,29
8.50,synt17,0.00491,0.12500,29
8.50,synt18,0.00369,0.12500,29
8.50,synt19,0.00477,0.12500,29
8.50,synt20,0.00399,0.12500,29
8.50,synt21,0.00415,0.12500,29
8.50,synt22,0.00420,0.12500,29
8.50,synt23,0.00530,0.12500,29
8.50,synt24,0.00294,0.12500,29
8.50,synt25,0.00506,0.12500,29
8.50,synt26,0.00445,0.12500,29
8.50,synt27,0.00292,0.12500,29
8.50,synt28,0.00381,0.12500,29
8.50,synt29,0.00439,0.12500,29
8.75,2rq8p,0.00443,0.12500,29
8.75,7jgfk,0.00240,0.12500,29
8.75,8rcmm,0.00309,0.12500,29
8.75,c5km5,0.00454,0.12500,29
8.75,d9zpf,0.00582,0.12500,29
8.75,l4lxv,0.00352,0.12500,29
8.75,lnrpz,0.00395,0.12500,29
8.75,mhzzs,0.00399,0.12500,29
8.75,mw69c,0.00434,0.12500,29
8.75,synt10,0.00291,0.12500,29
8.75,synt11,0.00471,0.12500,29
8.75,synt12,0.00337,0.12500,29
8.75,synt13,0.00491,0.12500,29
8.75,synt14,0.00452,0.12500,29
8.75,synt15,0.00526,0.12500,29
8.75,synt16,0.00272,0.12500,29
8.75,synt17,0.00434,0.12500,29
8.75,synt18,0.00352,0.12500,29
8.75,synt19,0.00390,0.12500,29
8.75,synt20,0.00507,0.12500,29
8.75,synt21,0.00399,0.12500,29
8.75,synt22,0.00329,0.12500,29
8.75,synt23,0.00490,0.12500,29
8.75,synt24,0.00367,0.12500,29
8.75,synt25,0.00535,0.12500,29
8.75,synt26,0.00568,0.12500,29
8.75,synt27,0.00310,0.12500,29
8.75,synt28,0.00389,0.12500,29
8.75,synt29,0.00322,0.12500,29
9.00,2rq8p,0.00522,0.12500,29
9.00,7jgfk,0.00284,0.12500,29
9.00,8rcmm,0.00470,0.12500,29
9.00,c5km5,0.00380,0.12500,29
9.00,d9zpf,0.00562,0.12500,29
9.00,l4lxv,0.00276,0.12500,29
9.00,lnrpz,0.00342,0.12500,29
9.00,mhzzs,0.00237,0.12500,29
9.00,mw69c,0.00434,0.12500,29
9.00,synt10,0.00358,0.12500,29
9.00,synt11,0.00440,0.12500,29
9.00,synt12,0.00317,0.12500,29
9.00,synt13,0.00376,0.12500,29
9.00,synt14,0.00395,0.12500,29
9.00,synt15,0.00380,0.12500,29
9.00,synt16,0.00278,0.12500,29
9.00,synt17,0.00343,0.12500,29
9.00,synt18,0.00500,0.12500,29
9.00,synt19,0.00513,0.12500,29
9.00,synt20,0.00465,0.12500,29
9.00,synt21,0.00319,0.12500,29
9.00,synt22,0.00349,0.12500,29
9.00,synt23,0.00413,0.12500,29
9.00,synt24,0.00402,0.12500,29
9.00,synt25,0.00435,0.12500,29
9.00,synt26,0.00426,0.12500,29
9.00,synt27,0.00291,0.12500,29
9.00,synt28,0.00390,0.12500,29
9.00,synt29,0.00465,0.12500,29
9.25,2rq8p,0.00496,0.12500,29
9.25,7jgfk,0.00287,0.12500,29
9.25,8rcmm,0.00380,0.12500,29
9.25,c5km5,0.00361,0.12500,29
9.25,d9zpf,0.00533,0.12500,29
9.25,l4lxv,0.00397,0.12500,29
9.25,lnrpz,0.00304,0.12500,29
9.25,mhzzs,0.00265,0.12500,29
9.25,mw69c,0.00426,0.12500,29
9.25,synt10,0.00259,0.12500,29
9.25,synt11,0.00380,0.12500,29
9.25,synt12,0.00444,0.12500,29
9.25,synt13,0.00544,0.12500,29
9.25,synt14,0.00472,0.12500,29
9.25,synt15,0.00543,0.12500,29
9.25,synt16,0.00423,0.12500,29
9.25,synt17,0.00376,0.12500,29
9.25,synt18,0.00442,0.12500,29
9.25,synt19,0.00412,0.12500,29
9.25,synt20,0.00423,0.12500,29
9.25,synt21,0.00504,0.12500,29
9.25,synt22,0.00469,0.12500,29
9.25,synt23,0.00453,0.12500,29
9.25,synt24,0.00238,0.12500,29
9.25,synt25,0.00463,0.12500,29
9.25,synt26,0.00397,0.12500,29
9.25,synt27,0.00429,0.12500,29
9.25,synt28,0.00370,0.12500,29
9.25,synt29,0.00368,0.12500,29
9.50,2rq8p,0.00418,0.12500,29
9.50,7jgfk,0.00360,0.12500,29
9.50,8rcmm,0.00330,0.12500,29
9.50,c5km5,0.00319,0.12500,29
9.50,d9zpf,0.00561,0.12500,29
9.50,l4lxv,0.00379,0.12500,29
9.50,lnrpz,0.00296,0.12500,29
9.50,mhzzs,0.00276,0.12500,29
9.50,mw69c,0.00436,0.12500,29
9.50,synt10,0.00364,0.12500,29
9.50,synt11,0.00359,0.12500,29
9.50,synt12,0.00328,0.12500,29
9.50,synt13,0.00510,0.12500,29
9.50,synt14,0.00483,0.12500,29
9.50,synt15,0.00549,0.12500,29
9.50,synt16,0.00251,0.12500,29
9.50,synt17,0.00346,0.12500,29
9.50,synt18,0.00541,0.12500,29
9.50,synt19,0.00513,0.12500,29
9.50,synt20,0.00372,0.12500,29
9.50,synt21,0.00333,0.12500,29
9.50,synt22,0.00293,0.12500,29
9.50,synt23,0.00433,0.12500,29
9.50,synt24,0.00354,0.12500,29
9.50,synt25,0.00508,0.12500,29
9.50,synt26,0.00528,0.12500,29
9.50,synt27,0.00376,0.12500,29
9.50,synt28,0.00309,0.12500,29
9.50,synt29,0.00408,0.12500,29
9.75,2rq8p,0.00522,0.12500,29
9.75,7jgfk,0.00339,0.12500,29
9.75,8rcmm,0.00350,0.12500,29
9.75,c5km5,0.00332,0.12500,29
9.75,d9zpf,0.00562,0.12500,29
9.75,l4lxv,0.00384,0.12500,29
9.75,lnrpz,0.00306,0.12500,29
9.75,mhzzs,0.00279,0.12500,29
9.75,mw69c,0.00498,0.12500,29
9.75,synt10,0.00275,0.12500,29
9.75,synt11,0.00481,0.12500,29
9.75,synt12,0.00471,0.12500,29
9.75,synt13,0.00402,0.12500,29
9.75,synt14,0.00433,0.12500,29
9.75,synt15,0.00452,0.12500,29
9.75,synt16,0.00288,0.12500,29
9.75,synt17,0.00313,0.12500,29
9.75,synt18,0.00437,0.12500,29
9.75,synt19,0.00402,0.12500,29
9.75,synt20,0.00494,0.12500,29
9.75,synt21,0.00321,0.12500,29
9.75,synt22,0.00375,0.12500,29
9.75,synt23,0.00386,0.12500,29
9.75,synt24,0.00281,0.12500,29
9.75,synt25,0.00505,0.12500,29
9.75,synt26,0.00554,0.12500,29
9.75,synt27,0.00406,0.12500,29
9.75,synt28,0.00308,0.12500,29
9.75,synt29,0.00281,0.12500,29
10.00,2rq8p,0.00517,0.12500,4
10.00,7jgfk,0.00385,0.12500,4
10.00,8rcmm,0.00405,0.12500,4
10.00,c5km5,0.00370,0.12500,4
10.00,d9zpf,0.00487,0.12500,4
10.00,l4lxv,0.00262,0.12500,4
10.00,lnrpz,0.00352,0.12500,4
10.00,mhzzs,0.00343,0.12500,4
10.00,mw69c,0.00420,0.12500,4
10.00,synt10,0.00353,0.12500,4
10.00,synt11,0.00427,0.12500,4
10.00,synt12,0.00420,0.12500,4
10.00,synt13,0.00386,0.12500,4
10.00,synt14,0.00503,0.12500,4
10.00,synt15,0.00408,0.12500,4
10.00,synt16,0.00300,0.12500,4
10.00,synt17,0.00493,0.12500,4
10.00,synt18,0.00540,0.12500,4
10.00,synt19,0.00461,0.12500,4
10.00,synt20,0.00362,0.12500,4
10.00,synt21,0.00362,0.12500,4
10.00,synt22,0.00426,0.12500,4
10.00,synt23,0.00376,0.12500,4
10.00,synt24,0.00409,0.12500,4
10.00,synt25,0.00516,0.12500,4
10.00,synt26,0.00433,0.12500,4
10.00,synt27,0.00318,0.12500,4
10.00,synt28,0.00473,0.12500,4
10.00,synt29,0.00479,0.12500,4
10.25,2rq8p,0.00433,0.12500,4
10.25,7jgfk,0.00361,0.12500,4
10.25,8rcmm,0.00325,0.12500,4
10.25,c5km5,0.00354,0.12500,4
10.25,d9zpf,0.00446,0.12500,4
10.25,l4lxv,0.00261,0.12500,4
10.25,lnrpz,0.00395,0.12500,4
10.25,mhzzs,0.00312,0.12500,4
10.25,mw69c,0.00550,0.12500,4
10.25,synt10,0.00355,0.12500,4
10.25,synt11,0.00474,0.12500,4
10.25,synt12,0.00296,0.12500,4
10.25,synt13,0.00404,0.12500,4
10.25,synt14,0.00501,0.12500,4
10.25,synt15,0.00497,0.12500,4
10.25,synt16,0.00340,0.12500,4
10.25,synt17,0.00398,0.12500,4
10.25,synt18,0.00426,0.12500,4
10.25,synt19,0.00422,0.12500,4
10.25,synt20,0.00380,0.12500,4
10.25,synt21,0.00325,0.12500,4
10.25,synt22,0.00313,0.12500,4
10.25,synt23,0.00439,0.12500,4
10.25,synt24,0.00285,0.12500,4
10.25,synt25,0.00473,0.12500,4
10.25,synt26,0.00418,0.12500,4
10.25,synt27,0.00333,0.12500,4
10.25,synt28,0.00379,0.12500,4
10.25,synt29,0.00336,0.12500,4
10.50,2rq8p,0.00413,0.12500,1
10.50,7jgfk,0.00309,0.12500,1
10.50,8rcmm,0.00461,0.12500,1
10.50,c5km5,0.00270,0.12500,1
10.50,d9zpf,0.00538,0.12500,1
10.50,l4lxv,0.00421,0.12500,1
10.50,lnrpz,0.00312,0.12500,1
10.50,mhzzs,0.00239,0.12500,1
10.50,mw69c,0.00544,0.12500,1
10.50,synt10,0.00334,0.12500,1
10.50,synt11,0.00307,0.12500,1
10.50,synt12,0.00290,0.12500,1
10.50,synt13,0.00564,0.12500,1
10.50,synt14,0.00529,0.12500,1
10.50,synt15,0.00401,0.12500,1
10.50,synt16,0.00359,0.12500,1
10.50,synt17,0.00369,0.12500,1
10.50,synt18,0.00503,0.12500,1
10.50,synt19,0.00398,0.12500,1
10.50,synt20,0.00497,0.12500,1
10.50,synt21,0.00403,0.12500,1
10.50,synt22,0.00293,0.12500,1
10.50,synt23,0.00374,0.12500,1
10.50,synt24,0.00357,0.12500,1
10.50,synt25,0.00380,0.12500,1
10.50,synt26,0.00415,0.12500,1
10.50,synt27,0.00340,0.12500,1
10.50,synt28,0.00473,0.12500,1
10.50,synt29,0.00293,0.12500,1
10.75,2rq8p,0.00492,0.12500,1
10.75,7jgfk,0.00391,0.12500,1
10.75,8rcmm,0.00441,0.12500,1
10.75,c5km5,0.00431,0.12500,1
10.75,d9zpf,0.00516,0.12500,1
10.75,l4lxv,0.00315,0.12500,1
10.75,lnrpz,0.00271,0.12500,1
10.75,mhzzs,0.00303,0.12500,1
10.75,mw69c,0.00457,0.12500,1
10.75,synt10,0.00345,0.12500,1
10.75,synt11,0.00454,0.12500,1
10.75,synt12,0.00299,0.12500,1
10.75,synt13,0.00459,0.12500,1
10.75,synt14,0.00518,0.12500,1
10.75,synt15,0.00450,0.12500,1
10.75,synt16,0.00340,0.12500,1
10.75,synt17,0.00428,0.12500,1
10.75,synt18,0.00361,0.12500,1
10.75,synt19,0.00520,0.12500,1
10.75,synt20,0.00421,0.12500,1
10.75,synt21,0.00416,0.12500,1
10.75,synt22,0.00311,0.12500,1
10.75,synt23,0.00403,0.12500,1
10.75,synt24,0.00345,0.12500,1
10.75,synt25,0.00540,0.12500,1
10.75,synt26,0.00482,0.12500,1
10.75,synt27,0.00411,0.12500,1
10.75,synt28,0.00315,0.12500,1
10.75,synt29,0.00372,0.12500,1
11.00,2rq8p,0.00384,0.12500,1
11.00,7jgfk,0.00261,0.12500,1
11.00,8rcmm,0.00433,0.12500,1
11.00,c5km5,0.00445,0.12500,1
11.00,d9zpf,0.00458,0.12500,1
11.00,l4lxv,0.00296,0.12500,1
11.00,lnrpz,0.00269,0.12500,1
11.00,mhzzs,0.00334,0.12500,1
11.00,mw69c,0.00426,0.12500,1
11.00,synt10,0.00393,0.12500,1
11.00,synt11,0.00411,0.12500,1
11.00,synt12,0.00410,0.12500,1
11.00,synt13,0.00524,0.12500,1
11.00,synt14,0.00519,0.12500,1
11.00,synt15,0.00569,0.12500,1
11.00,synt16,0.00259,0.12500,1
11.00,synt17,0.00309,0.12500,1
11.00,synt18,0.00455,0.12500,1
11.00,synt19,0.00380,0.12500,1
11.00,synt20,0.00463,0.12500,1
11.00,synt21,0.00375,0.12500,1
11.00,synt22,0.00467,0.12500,1
11.00,synt23,0.00515,0.12500,1
11.00,synt24,0.00314,0.12500,1
11.00,synt25,0.00532,0.12500,1
11.00,synt26,0.00471,0.12500,1
11.00,synt27,0.00413,0.12500,1
11.00,synt28,0.00394,0.12500,1
11.00,synt29,0.00306,0.12500,1
11.25,2rq8p,0.00396,0.12500,1
11.25,7jgfk,0.00233,0.12500,1
11.25,8rcmm,0.00376,0.12500,1
11.25,c5km5,0.00294,0.12500,1
11.25,d9zpf,0.00402,0.12500,1
11.25,l4lxv,0.00334,0.12500,1
11.25,lnrpz,0.00370,0.12500,1
11.25,mhzzs,0.00249,0.12500,1
11.25,mw69c,0.00467,0.12500,1
11.25,synt10,0.00400,0.12500,1
11.25,synt11,0.00308,0.12500,1
11.25,synt12,0.00449,0.12500,1
11.25,synt13,0.00495,0.12500,1
11.25,synt14,0.00451,0.12500,1
11.25,synt15,0.00576,0.12500,1
11.25,synt16,0.00291,0.12500,1
11.25,synt17,0.00364,0.12500,1
11.25,synt18,0.00505,0.12500,1
11.25,synt19,0.00360,0.12500,1
11.25,synt20,0.00433,0.12500,1
11.25,synt21,0.00322,0.12500,1
11.25,synt22,0.00285,0.12500,1
11.25,synt23,0.00512,0.12500,1
11.25,synt24,0.00370,0.12500,1
11.25,synt25,0.00519,0.12500,1
11.25,synt26,0.00429,0.12500,1
11.25,synt27,0.00300,0.12500,1
11.25,synt28,0.00324,0.12500,1
11.25,synt29,0.00311,0.12500,1
11.50,2rq8p,0.00357,0.12500,1
11.50,7jgfk,0.00246,0.12500,1
11.50,8rcmm,0.00415,0.12500,1
11.50,c5km5,0.00377,0.12500,1
11.50,d9zpf,0.00533,0.12500,1
11.50,l4lxv,0.00368,0.12500,1
11.50,lnrpz,0.00384,0.12500,1
11.50,mhzzs,0.00395,0.12500,1
11.50,mw69c,0.00530,0.12500,1
11.50,synt10,0.00339,0.12500,1
11.50,synt11,0.00401,0.12500,1
11.50,synt12,0.00336,0.12500,1
11.50,synt13,0.00482,0.12500,1
11.50,synt14,0.00546,0.12500,1
11.50,synt15,0.00532,0.12500,1
11.50,synt16,0.00411,0.12500,1
11.50,synt17,0.00449,0.12500,1
11.50,synt18,0.00529,0.12500,1
11.50,synt19,0.00411,0.12500,1
11.50,synt20,0.00446,0.12500,1
11.50,synt21,0.00335,0.12500,1
11.50,synt22,0.00321,0.12500,1
11.50,synt23,0.00518,0.12500,1
